amount_minor,payment_failure_count,successful_payment_count,retry_count,customer_tenure_days,historical_recovery_count,historical_recovery_success_count,payment_hour,payment_day_of_week,preferred_payment_method,failure_reason,ground_truth_prob,recovered
743119,5,14,0,81,1,0,9,1,upi,gateway_error,0.9329,1
1420230,2,5,1,245,3,1,7,4,card,user_abandoned,0.555,0
4859086,4,12,0,352,0,0,11,3,netbanking,checkout_abandoned,0.6875,0
1690167,1,18,2,358,4,0,21,3,card,temporary_gateway_issue,0.8166,1
2436103,3,2,3,62,1,0,2,3,card,temporary_gateway_issue,0.155,0
1020683,0,7,3,46,0,0,17,0,upi,gateway_error,0.665,0
3073361,3,7,3,87,0,0,22,6,card,temporary_gateway_issue,0.46,0
1439381,1,19,0,99,3,0,7,3,upi,timeout,0.95,1
1074613,1,14,1,295,4,4,0,6,upi,temporary_gateway_issue,0.8817,1
2607034,4,3,0,53,4,2,13,0,upi,gateway_error,0.825,1
77253,2,18,3,192,1,0,21,6,upi,temporary_gateway_issue,0.78,1
87936,2,2,2,80,1,0,22,4,upi,insufficient_funds,0.21,0
1134390,1,12,1,16,0,0,12,1,upi,insufficient_funds,0.4781,1
231770,4,7,0,360,4,4,11,6,upi,timeout,0.8977,1
584727,4,15,0,326,4,2,2,6,upi,gateway_error,0.7513,1
1727360,5,12,1,194,1,0,17,1,upi,insufficient_funds,0.4021,0
4022799,0,2,1,141,2,0,20,0,netbanking,temporary_gateway_issue,0.95,1
2881640,2,15,2,108,0,0,12,0,netbanking,checkout_abandoned,0.4938,0
2587705,1,8,1,303,4,0,14,6,netbanking,temporary_gateway_issue,0.7661,1
1502769,5,13,2,265,3,2,9,4,wallet,gateway_error,0.5878,1
4662180,3,12,3,290,3,1,0,3,upi,gateway_error,0.595,0
2015224,2,6,3,209,2,1,5,4,upi,temporary_gateway_issue,0.3775,0
481109,0,14,0,165,1,1,8,1,upi,gateway_error,0.95,1
3104479,4,6,3,342,1,0,9,1,wallet,timeout,0.425,1
613500,1,5,3,320,1,1,14,5,netbanking,user_abandoned,0.3567,0
1758854,2,1,2,152,3,0,8,3,upi,temporary_gateway_issue,0.5517,1
2561689,3,8,0,290,1,0,22,6,upi,insufficient_funds,0.5295,0
4377401,0,16,1,268,3,3,13,1,card,card_expired,0.555,0
2493055,0,4,0,151,2,2,10,5,upi,temporary_gateway_issue,0.95,1
3526180,5,11,3,207,0,0,6,0,card,gateway_error,0.4556,0
4964443,2,0,1,255,4,1,23,1,wallet,gateway_error,0.455,0
700871,3,9,0,353,2,1,1,2,card,user_abandoned,0.4875,0
1409921,0,10,0,141,3,0,13,3,wallet,user_abandoned,0.775,0
2003151,1,15,0,343,2,2,5,5,upi,gateway_error,0.8031,1
2138049,0,13,0,358,4,1,4,3,card,gateway_error,0.725,1
2084554,3,7,2,96,0,0,4,3,netbanking,card_expired,0.13,0
4542674,4,16,0,227,4,0,18,2,card,insufficient_funds,0.605,0
3584461,4,17,3,193,3,3,18,4,card,card_expired,0.3983,0
3059130,5,11,3,303,4,0,5,0,card,gateway_error,0.2556,0
1581394,2,16,2,314,2,0,9,3,netbanking,unknown,0.3961,1
4127762,3,13,1,118,1,1,22,1,upi,card_expired,0.5894,1
4777549,5,15,1,5,2,0,13,0,upi,gateway_error,0.8175,1
4114931,0,13,3,352,3,1,16,1,upi,insufficient_funds,0.265,0
57747,0,8,3,243,0,0,2,0,wallet,gateway_error,0.365,0
3200186,4,3,2,21,4,2,0,6,wallet,temporary_gateway_issue,0.485,1
303120,5,10,1,152,0,0,9,0,upi,timeout,0.7883,1
1325155,4,5,1,128,3,2,2,5,upi,temporary_gateway_issue,0.5494,0
344647,1,14,0,124,4,0,4,1,wallet,timeout,0.7017,1
3038787,4,4,0,146,2,0,18,1,upi,gateway_error,0.95,1
3448620,1,10,0,277,2,1,9,6,upi,card_expired,0.7432,1
616713,0,17,2,310,3,3,15,0,upi,temporary_gateway_issue,0.785,0
1950002,5,12,3,152,4,0,0,3,upi,card_expired,0.3121,0
2308370,1,10,2,360,2,2,5,1,card,gateway_error,0.4532,1
1876812,5,13,1,111,3,3,8,6,upi,temporary_gateway_issue,0.8078,1
649073,5,17,3,116,3,0,4,2,card,insufficient_funds,0.05,0
2123791,1,18,0,188,0,0,13,2,wallet,insufficient_funds,0.5066,1
3768331,2,14,2,57,2,2,9,0,upi,insufficient_funds,0.3412,0
401487,4,8,2,251,4,0,1,4,upi,insufficient_funds,0.0683,0
446891,1,7,0,150,2,0,4,0,netbanking,unknown,0.4312,0
1806117,0,19,2,162,2,2,0,6,netbanking,gateway_error,0.685,1
4711542,5,0,0,120,2,1,9,0,upi,card_expired,0.425,1
3359434,3,3,1,70,3,1,21,3,upi,insufficient_funds,0.48,0
3409416,1,13,3,351,1,1,8,3,upi,insufficient_funds,0.24,0
1841503,4,1,1,99,1,0,2,5,card,timeout,0.325,1
2988620,5,15,1,167,0,0,14,6,upi,user_abandoned,0.6675,0
100149,2,2,0,298,2,0,3,4,upi,insufficient_funds,0.25,1
3198675,0,7,2,151,1,0,12,6,upi,user_abandoned,0.635,1
4570770,2,5,1,326,0,0,5,6,netbanking,gateway_error,0.505,0
3082238,3,15,1,2,3,2,19,4,upi,timeout,0.95,1
4374808,1,15,1,152,2,0,16,6,card,temporary_gateway_issue,0.7831,1
3633666,5,6,2,65,4,2,22,4,upi,temporary_gateway_issue,0.6259,1
646764,1,12,2,326,3,1,4,4,upi,insufficient_funds,0.1581,0
4517143,4,12,0,69,0,0,14,4,card,insufficient_funds,0.4375,1
378897,1,4,1,121,3,1,7,6,netbanking,temporary_gateway_issue,0.735,1
2693138,0,19,3,109,4,3,4,6,card,temporary_gateway_issue,0.365,1
753578,3,17,2,316,3,2,23,0,card,timeout,0.6325,0
107947,2,14,0,247,0,0,12,6,upi,insufficient_funds,0.5812,1
2139069,3,17,1,93,4,3,0,0,card,temporary_gateway_issue,0.7525,0
1510451,5,1,3,268,4,2,0,5,upi,gateway_error,0.3733,1
2455702,1,9,2,103,3,2,6,2,upi,card_expired,0.5,0
2907139,5,12,3,112,4,1,21,2,netbanking,card_expired,0.3621,0
266508,2,17,2,321,3,0,4,5,netbanking,gateway_error,0.4482,1
658866,5,14,0,304,2,2,13,5,card,temporary_gateway_issue,0.8329,1
2815279,4,11,3,344,4,2,14,1,netbanking,gateway_error,0.4717,0
1748678,3,14,1,62,3,2,20,0,unknown,user_abandoned,0.7432,1
3659408,2,12,1,300,2,0,16,4,upi,card_expired,0.605,1
3278843,2,17,2,136,4,3,23,1,wallet,gateway_error,0.6482,1
4235741,2,14,1,55,2,2,17,3,card,user_abandoned,0.6112,0
3477839,0,10,3,108,4,3,6,0,netbanking,gateway_error,0.565,1
2178158,3,18,0,303,0,0,21,6,card,temporary_gateway_issue,0.95,1
3381184,5,2,2,258,0,0,17,5,card,checkout_abandoned,0.285,0
1413136,2,6,3,253,3,3,18,2,card,user_abandoned,0.4775,0
1566251,3,13,2,222,1,1,19,0,upi,card_expired,0.6194,1
3955476,2,13,0,167,0,0,6,5,wallet,insufficient_funds,0.4783,0
2259776,4,12,2,160,1,0,7,0,upi,temporary_gateway_issue,0.6975,1
4001982,4,11,1,166,2,1,12,6,upi,user_abandoned,0.6617,1
4120990,4,8,1,205,2,0,17,0,upi,timeout,0.7883,0
4294933,1,0,2,267,1,0,23,6,upi,temporary_gateway_issue,0.435,0
4587344,2,18,0,138,3,3,10,0,upi,insufficient_funds,0.59,1
2183376,1,10,0,346,4,2,8,3,upi,user_abandoned,0.8432,1
1628390,3,18,1,248,1,1,22,2,upi,checkout_abandoned,0.705,1
2931883,1,17,0,55,1,1,0,0,upi,timeout,0.95,1
1887303,3,11,2,209,1,0,21,5,upi,card_expired,0.61,0
3025317,3,0,3,17,1,0,7,3,upi,gateway_error,0.315,1
3542650,3,18,2,68,1,1,20,1,wallet,timeout,0.785,0
3457604,5,19,1,133,3,0,11,0,upi,timeout,0.8321,1
1904036,1,16,1,188,0,0,1,6,upi,gateway_error,0.6844,1
875957,5,4,1,308,4,4,14,3,upi,user_abandoned,0.5606,1
2181120,2,2,0,138,0,0,20,4,upi,checkout_abandoned,0.85,1
755841,1,1,2,174,1,0,23,1,card,gateway_error,0.51,1
4455980,2,2,3,97,0,0,17,2,upi,user_abandoned,0.34,0
1762093,2,7,2,171,3,0,16,0,upi,timeout,0.7072,1
814575,3,15,3,154,2,0,14,0,upi,insufficient_funds,0.2067,0
175966,1,5,2,183,0,0,19,3,card,user_abandoned,0.6267,0
3246820,2,12,1,242,4,4,19,2,netbanking,temporary_gateway_issue,0.905,1
3202666,4,15,3,304,3,0,8,4,upi,card_expired,0.3413,1
1735990,2,15,2,285,2,0,2,1,upi,temporary_gateway_issue,0.5438,0
404973,4,2,0,27,3,3,19,5,upi,card_expired,0.6917,0
2077663,1,12,0,360,1,0,18,2,card,insufficient_funds,0.6481,1
1590526,5,13,2,60,2,1,17,0,upi,gateway_error,0.6878,1
3401747,1,7,1,202,4,0,19,3,upi,temporary_gateway_issue,0.95,1
3048607,5,11,3,250,2,1,7,4,upi,gateway_error,0.5556,0
1854738,5,7,2,362,4,4,0,3,upi,gateway_error,0.6392,1
1128568,1,8,0,69,1,1,23,1,upi,gateway_error,0.95,1
4940778,2,0,3,21,4,0,23,6,upi,card_expired,0.065,0
2297308,0,5,0,152,3,2,14,6,upi,user_abandoned,0.875,1
3456957,2,18,0,102,0,0,18,2,upi,checkout_abandoned,0.95,1
745737,2,10,2,95,3,1,9,3,card,user_abandoned,0.4767,0
2453669,3,10,0,361,3,1,11,5,upi,user_abandoned,0.7942,1
186306,3,12,3,229,2,2,5,5,card,gateway_error,0.295,0
2552002,2,10,1,125,1,1,12,6,card,card_expired,0.4967,0
4821886,4,17,2,258,0,0,3,6,card,card_expired,0.1683,0
1951823,5,14,3,322,4,1,12,3,wallet,gateway_error,0.4729,1
243030,3,0,2,236,2,0,16,0,upi,timeout,0.435,0
203231,2,6,0,162,1,1,0,3,upi,insufficient_funds,0.5375,0
1970534,0,12,0,42,0,0,4,4,card,checkout_abandoned,0.575,1
842123,4,11,3,276,3,0,23,2,card,timeout,0.4717,1
165592,1,17,3,353,1,1,16,1,card,unknown,0.2956,0
3793257,2,18,1,68,1,0,17,5,upi,gateway_error,0.87,1
2319688,2,14,3,173,1,0,6,3,card,gateway_error,0.5212,1
1481761,5,7,3,331,3,3,15,4,wallet,unknown,0.1692,0
4505411,4,18,2,125,4,3,7,6,upi,gateway_error,0.7214,1
624887,3,9,0,170,2,1,11,5,wallet,temporary_gateway_issue,0.8375,0
4781798,3,6,3,47,4,4,13,5,upi,timeout,0.5483,0
1604135,3,17,1,261,0,0,18,1,upi,user_abandoned,0.8525,1
4447598,1,15,3,217,2,1,10,5,upi,temporary_gateway_issue,0.6431,0
3034567,4,19,0,305,0,0,11,4,upi,gateway_error,0.95,1
4142201,4,5,3,124,3,3,12,5,card,insufficient_funds,0.05,0
4920865,3,8,2,293,4,1,7,5,card,insufficient_funds,0.1895,0
1477606,3,12,0,162,1,1,0,3,card,temporary_gateway_issue,0.855,1
4807620,5,7,3,201,2,2,8,3,upi,user_abandoned,0.3692,0
1977935,0,15,2,275,1,0,1,6,upi,card_expired,0.335,0
1958283,0,12,0,206,0,0,13,2,upi,user_abandoned,0.875,1
1734916,2,12,3,40,1,0,12,0,unknown,gateway_error,0.515,1
2729967,2,16,2,273,1,0,15,4,upi,timeout,0.7461,0
813017,4,19,1,188,3,3,1,0,netbanking,unknown,0.2941,1
2790871,4,4,2,355,3,0,3,0,upi,timeout,0.41,1
2731438,1,16,1,93,4,1,11,5,upi,gateway_error,0.8844,1
3821413,1,8,3,42,0,0,15,6,upi,unknown,0.3761,0
4176567,0,1,2,107,3,3,9,1,upi,insufficient_funds,0.385,1
2230184,2,17,1,328,3,0,2,1,wallet,user_abandoned,0.4182,1
1546549,0,8,0,65,4,3,3,5,card,gateway_error,0.725,1
1333707,0,5,2,309,2,0,5,6,wallet,timeout,0.485,1
1013387,2,10,3,135,4,1,22,4,netbanking,checkout_abandoned,0.3567,0
335355,1,5,0,24,1,1,4,0,card,insufficient_funds,0.2667,0
1745117,5,5,1,28,1,1,17,2,card,temporary_gateway_issue,0.63,0
1387726,5,12,2,62,3,3,2,6,card,gateway_error,0.3821,0
4833766,5,10,2,273,3,2,9,0,card,temporary_gateway_issue,0.5683,0
2810658,2,13,3,229,4,3,10,1,upi,temporary_gateway_issue,0.6183,0
1769021,3,1,0,20,4,4,18,0,upi,card_expired,0.6625,0
2923314,3,7,2,3,0,0,13,3,card,gateway_error,0.58,1
739023,3,2,2,218,1,1,20,3,upi,gateway_error,0.725,1
2248016,4,2,0,307,4,2,10,2,upi,temporary_gateway_issue,0.7917,1
3149859,1,0,2,136,2,1,20,4,netbanking,insufficient_funds,0.085,0
2470044,1,18,0,3,0,0,3,0,upi,timeout,0.8066,1
2038805,4,17,0,193,4,0,23,3,card,card_expired,0.6083,0
4969549,0,16,0,73,3,2,21,4,upi,user_abandoned,0.95,1
4407558,5,19,3,361,4,1,5,6,netbanking,temporary_gateway_issue,0.2921,1
3135859,3,12,0,118,3,1,16,6,upi,insufficient_funds,0.555,1
2868417,5,2,0,154,3,2,21,3,wallet,temporary_gateway_issue,0.825,1
3122269,3,0,1,209,1,0,18,4,unknown,gateway_error,0.605,1
1046494,5,3,1,34,1,0,12,4,wallet,insufficient_funds,0.1863,1
2005931,0,12,3,137,4,2,21,3,upi,user_abandoned,0.665,0
245324,5,16,0,318,4,4,9,5,upi,gateway_error,0.9417,1
2403952,5,10,1,120,2,2,10,1,wallet,gateway_error,0.6883,0
2737971,2,1,1,115,0,0,5,4,netbanking,card_expired,0.1217,0
1177361,5,15,2,13,0,0,1,6,wallet,timeout,0.3975,0
4821942,2,1,0,69,4,2,0,5,card,insufficient_funds,0.2917,1
4551800,1,18,1,333,1,1,10,0,upi,timeout,0.8866,1
3624609,4,18,3,257,2,2,15,5,upi,unknown,0.3514,1
2690263,5,15,2,89,0,0,2,3,netbanking,gateway_error,0.3975,1
4356347,1,18,2,47,4,1,4,5,card,gateway_error,0.4666,0
696729,2,8,0,260,1,1,14,1,upi,gateway_error,0.95,1
3963023,5,0,0,228,1,0,14,3,upi,card_expired,0.425,0
667863,5,9,2,180,1,0,3,2,card,temporary_gateway_issue,0.36,0
3981342,0,18,3,10,3,2,22,0,card,unknown,0.315,0
1415049,1,0,0,284,1,1,3,6,upi,card_expired,0.225,0
4391598,3,1,0,126,4,3,7,2,upi,temporary_gateway_issue,0.7625,1
4723008,3,15,2,134,2,2,6,5,upi,gateway_error,0.7267,1
786540,0,11,2,155,4,0,16,4,upi,insufficient_funds,0.385,0
2340244,2,7,0,248,1,1,14,5,wallet,temporary_gateway_issue,0.8472,1
4905887,3,17,1,140,2,2,4,6,card,checkout_abandoned,0.4025,0
2442866,3,1,0,318,0,0,12,6,card,insufficient_funds,0.2625,0
4324560,4,12,1,176,0,0,3,4,netbanking,temporary_gateway_issue,0.5175,1
2964221,1,5,2,323,4,4,21,2,upi,insufficient_funds,0.4767,0
1907883,2,5,1,174,2,0,16,2,netbanking,gateway_error,0.705,1
1464628,5,8,3,74,4,1,21,4,wallet,insufficient_funds,0.1804,0
1055954,1,15,2,351,2,0,16,1,card,gateway_error,0.6631,1
3820901,2,10,0,143,2,2,13,0,upi,timeout,0.95,1
1963375,3,6,0,292,4,3,13,3,card,insufficient_funds,0.4083,1
2580813,4,9,2,112,2,0,16,2,wallet,insufficient_funds,0.1773,0
2487011,1,9,2,206,1,0,7,0,upi,timeout,0.75,0
2907531,3,19,3,131,2,2,1,3,upi,gateway_error,0.4173,0
4334606,2,17,2,110,2,2,12,5,wallet,insufficient_funds,0.2482,0
4904659,1,19,0,67,4,1,21,3,wallet,insufficient_funds,0.6575,0
2067541,5,8,3,86,0,0,15,2,upi,insufficient_funds,0.1304,1
